date,y_true,y_pred
2025-04-25,15.76410424541207,16.26253411613166
2025-04-26,16.708292373364436,16.1115877960045
2025-04-27,15.732780562203589,15.974704173283083
2025-04-28,19.324226446983317,15.850573116934344
2025-04-29,20.629007365161875,15.738006552403736
2025-04-30,22.06865390125303,15.635927090398479
2025-05-01,21.469749701284528,15.543357715053908
2025-05-02,21.083232458880456,15.459412432787012
2025-05-03,22.713023121843307,15.383287792336125
2025-05-04,21.74533549866577,15.314255194823945
2025-05-05,20.51920745384501,15.251653920242516
2025-05-06,20.622212386799657,15.194884803615722
2025-05-07,19.303662713011825,15.143404500313038
2025-05-08,18.402445598980503,15.0967202856271
2025-05-09,17.057886470972733,15.054385338841167
2025-05-10,18.462752266126454,15.015994466649682
2025-05-11,20.11560037890599,14.98118022500021
2025-05-12,20.985415434682235,14.949609402238423
2025-05-13,21.518186474219473,14.920979829895828
2025-05-14,20.617987196552768,14.895017490595881
2025-05-15,20.31463554257381,14.871473895397898
2025-05-16,19.469669674051826,14.850123705476927
2025-05-17,19.24608565577807,14.830762575376433
2025-05-18,21.090368702523516,14.813205197191236
2025-05-19,22.955758704828657,14.797283526961348
2025-05-20,23.873781922072986,14.78284517630128
2025-05-21,21.349900275467224,14.7697519538709
2025-05-22,19.55289816755921,14.757878542728065
2025-05-23,17.252403536059315,14.7471113009038
2025-05-24,17.880743272775135,14.737347173720167
2025-05-25,19.738435498106476,14.728492707440482
2025-05-26,20.73237967821889,14.720463154811398
2025-05-27,23.070982596183708,14.713181663935861
2025-05-28,21.46151202784734,14.706578542713586
2025-05-29,19.120384459159066,14.700590591808837
2025-05-30,19.29026992701478,14.69516049976135
2025-05-31,19.642855273597927,14.690236294450848
2025-06-01,21.06632707996404,14.685770845665097
2025-06-02,22.081098311724514,14.681721414010482
2025-06-03,22.309564601444926,14.678049241847692
2025-06-04,19.29913482333585,14.674719182337292
2025-06-05,18.126233804198225,14.671699363044727
2025-06-06,17.534242876669474,14.668960880885097
2025-06-07,18.052539524440427,14.666477525487943
2025-06-08,19.08358760875036,14.66422552833438
2025-06-09,20.950348486337077,14.66218333526549
2025-06-10,21.980693963104258,14.660331400184658
2025-06-11,20.125026864705877,14.65865199797932
2025-06-12,20.124982065400776,14.657129054871602
2025-06-13,20.058522303071058,14.655747994574089
2025-06-14,20.55605555557453,14.654495598778281
2025-06-15,19.790370179418883,14.653359880640423
2025-06-16,21.486520695872883,14.652329970053867
2025-06-17,21.859918810146784,14.651396009609863
2025-06-18,22.188044017248483,14.650549060251004
2025-06-19,22.612495603060083,14.649781015714346
2025-06-20,22.72670584947681,14.649084524945307
2025-06-21,21.986248966940014,14.648452921739757
2025-06-22,22.185015693110305,14.647880160940916
2025-06-23,23.283406263492644,14.647360760580366
2025-06-24,21.879259056143933,14.646889749409405
2025-06-25,19.838051960328063,14.646462619318596
2025-06-26,18.87711337873548,14.646075282190045
2025-06-27,19.980208431786057,14.645724030769502
2025-06-28,19.80625317491866,14.645405503183738
2025-06-29,22.321474025831655,14.645116650763624
2025-06-30,20.00104301266718,14.644854708864916
2025-07-01,19.322556469739165,14.644617170407486
2025-07-02,19.552189687914034,14.644401761879731
2025-07-03,20.101028035032222,14.644206421578494
2025-07-04,19.534560945944364,14.644029279876237
2025-07-05,19.8010578629107,14.64386864132659
2025-07-06,20.74277467195987,14.643722968437007
2025-07-07,20.049103581334492,14.64359086695324
2025-07-08,22.148071140600422,14.643471072514728
2025-07-09,20.8786982369922,14.643362438553254
2025-07-10,21.21359670780655,14.643263925318982
2025-07-11,20.30583026400544,14.643174589928877
2025-07-12,21.515196051472813,14.643093577342256
2025-07-13,22.370963970759927,14.643020112177068
2025-07-14,22.81264986939736,14.642953491288619
2025-07-15,23.061569000470122,14.642893077039686
2025-07-16,20.731258956633255,14.642838291197599
2025-07-17,20.083257845529932,14.64278860939991
2025-07-18,21.406673743600066,14.64274355613564
2025-07-19,22.519777489868936,14.642702700194114
2025-07-20,21.74466034204175,14.642665650537781
2025-07-21,23.066912852626714,14.642632052559536
2025-07-22,23.297558177248057,14.642601584688745
2025-07-23,23.223817810767855,14.642573955313432
2025-07-24,21.840544659068648,14.642548899989244
2025-07-25,20.648365857157973,14.642526178908392
2025-07-26,22.0983145760535,14.642505574604451
2025-07-27,22.721129599031787,14.64248688987093
2025-07-28,24.500396340278588,14.64246994587381
2025-07-29,25.00472876281875,14.642454580439876
2025-07-30,23.240803169752464,14.642440646504557
2025-07-31,21.639431982529196,14.642428010704334
2025-08-01,22.72997904453652,14.642416552100316
2025-08-02,22.3612146969288,14.642406161020705
2025-08-03,21.965989685968818,14.642396738011124
2025-08-04,21.603047796856316,14.642388192882713
2025-08-05,23.1701984415075,14.642380443848932
2025-08-06,22.58213942351547,14.642373416742771
2025-08-07,20.635208871303256,14.642367044306875
2025-08-08,20.870986419477255,14.642361265549829
2025-08-09,21.17013586025627,14.642356025162394
2025-08-10,20.338941794728722,14.64235127298814
2025-08-11,22.383195500246092,14.642346963543382
2025-08-12,24.085352716296317,14.642343055581865
2025-08-13,25.625546211664318,14.642339511699976
2025-08-14,23.489417798191077,14.642336297978762
2025-08-15,22.333287048928256,14.642333383659274
2025-08-16,23.616479379578365,14.64233074084818
2025-08-17,23.80726241998745,14.642328344250792
2025-08-18,24.373260215033376,14.642326170928962
2025-08-19,23.464085686634288,14.642324200081543
2025-08-20,21.31649729903834,14.642322412845298
2025-08-21,21.61532137674205,14.642320792114353
2025-08-22,19.657904479963587,14.642319322376482
