date,t,y
2024-01-01,1,9.872567175661073
2024-01-02,2,11.50159904905641
2024-01-03,3,11.053234595377907
2024-01-04,4,8.360217969624781
2024-01-05,5,7.572057250181079
2024-01-06,6,9.950519742255038
2024-01-07,7,8.212987145397765
2024-01-08,8,9.416726794614005
2024-01-09,9,11.522893613497763
2024-01-10,10,9.966357161947691
2024-01-11,11,8.530156200191184
2024-01-12,12,8.215408383080884
2024-01-13,13,10.257651067667048
2024-01-14,14,10.249399753623994
2024-01-15,15,10.774325659171165
2024-01-16,16,10.754045341135868
2024-01-17,17,12.588276269903014
2024-01-18,18,13.149075860957982
2024-01-19,19,12.365469029395074
2024-01-20,20,11.89898726082184
2024-01-21,21,12.7415388517555
2024-01-22,22,14.377930060753506
2024-01-23,23,12.643905609380518
2024-01-24,24,12.835584406318686
2024-01-25,25,9.91815939290537
2024-01-26,26,8.672567924828584
2024-01-27,27,10.068520339479067
2024-01-28,28,9.434686076760489
2024-01-29,29,10.646675008667287
2024-01-30,30,10.341668798067177
2024-01-31,31,9.956682063652314
2024-02-01,32,6.551164432460517
2024-02-02,33,5.399239598482996
2024-02-03,34,6.382874496956218
2024-02-04,35,9.444159411105183
2024-02-05,36,10.668265713389792
2024-02-06,37,11.269303567893301
2024-02-07,38,11.55248674567218
2024-02-08,39,9.556490238225098
2024-02-09,40,9.456861800547113
2024-02-10,41,8.963839644830193
2024-02-11,42,8.51565483134408
2024-02-12,43,9.896473625580187
2024-02-13,44,11.38759865732531
2024-02-14,45,11.328744893700499
2024-02-15,46,10.32776388297374
2024-02-16,47,12.115927611764164
2024-02-17,48,11.959511100495671
2024-02-18,49,13.218246777584595
2024-02-19,50,15.631201522889574
2024-02-20,51,13.296280605010102
2024-02-21,52,11.241010898490854
2024-02-22,53,12.075279505689226
2024-02-23,54,10.11038476535044
2024-02-24,55,10.321679320321302
2024-02-25,56,12.293236083958258
2024-02-26,57,13.731507624827673
2024-02-27,58,15.159451076412225
2024-02-28,59,15.035504052140663
2024-02-29,60,13.916380500144411
2024-03-01,61,11.381454432740178
2024-03-02,62,11.962054041614518
2024-03-03,63,12.653435677881365
2024-03-04,64,11.797665509644066
2024-03-05,65,13.613866566038624
2024-03-06,66,13.39146651794292
2024-03-07,67,11.872853513841232
2024-03-08,68,10.641778544905891
2024-03-09,69,9.537100902028229
2024-03-10,70,11.011468216202042
2024-03-11,71,12.574091238938607
2024-03-12,72,11.919089259359943
2024-03-13,73,12.69382878312275
2024-03-14,74,10.325695859093985
2024-03-15,75,7.795117780262156
2024-03-16,76,9.973799640603286
2024-03-17,77,10.741432284615097
2024-03-18,78,11.853099178648428
2024-03-19,79,11.49308268158955
2024-03-20,80,9.697757697755057
2024-03-21,81,10.77969007481225
2024-03-22,82,9.57344538667454
2024-03-23,83,11.799937982026579
2024-03-24,84,13.188096430853063
2024-03-25,85,13.303702312298672
2024-03-26,86,12.236589040160396
2024-03-27,87,11.103537604823057
2024-03-28,88,9.274686508587065
2024-03-29,89,11.420175412063271
2024-03-30,90,11.552801240611135
2024-03-31,91,13.419354905268923
2024-04-01,92,12.550426418376214
2024-04-02,93,13.062897239834673
2024-04-03,94,13.599961860140365
2024-04-04,95,11.82387464370545
2024-04-05,96,12.070148799223794
2024-04-06,97,10.775274800029877
2024-04-07,98,10.449285631725902
2024-04-08,99,12.315634051661613
2024-04-09,100,12.399070637300621
2024-04-10,101,12.681667318956478
2024-04-11,102,9.633106022348501
2024-04-12,103,10.376299371890553
2024-04-13,104,13.406144511538367
2024-04-14,105,13.547196507393519
2024-04-15,106,14.033017637677261
2024-04-16,107,14.123095887422028
2024-04-17,108,11.34725333147178
2024-04-18,109,11.218771501694212
2024-04-19,110,9.138307553978771
2024-04-20,111,9.624466304502587
2024-04-21,112,12.405601203855475
2024-04-22,113,12.570621605367613
2024-04-23,114,13.54323797134948
2024-04-24,115,13.894060450772777
2024-04-25,116,12.775790345645547
2024-04-26,117,10.4338310764685
2024-04-27,118,10.610760916893295
2024-04-28,119,13.812234494693978
2024-04-29,120,12.244104437515245
2024-04-30,121,12.602966808811868
2024-05-01,122,11.767037069678857
2024-05-02,123,11.284231654935642
2024-05-03,124,11.632482014788897
2024-05-04,125,13.380050270175014
2024-05-05,126,13.431628839929663
2024-05-06,127,14.883097854892743
2024-05-07,128,15.142838688838582
2024-05-08,129,14.493409161056137
2024-05-09,130,12.420702219707248
2024-05-10,131,10.674650795927315
2024-05-11,132,10.097725897272241
2024-05-12,133,10.860913180152902
2024-05-13,134,12.770477921927242
2024-05-14,135,14.079844980674167
2024-05-15,136,13.70058480073434
2024-05-16,137,11.96933522082882
2024-05-17,138,13.233553825364716
2024-05-18,139,14.428921602658784
2024-05-19,140,14.1276274853031
2024-05-20,141,13.79772423842298
2024-05-21,142,14.165820647426038
2024-05-22,143,14.749298781320523
2024-05-23,144,13.581719381659697
2024-05-24,145,13.081182124882355
2024-05-25,146,12.647934251438075
2024-05-26,147,13.829256714962053
2024-05-27,148,16.020759095143106
2024-05-28,149,15.289909568658437
2024-05-29,150,14.404965667575125
2024-05-30,151,13.327954357020676
2024-05-31,152,12.692411509727986
2024-06-01,153,11.244424597792142
2024-06-02,154,10.632835889016077
2024-06-03,155,11.42788603590024
2024-06-04,156,12.76115315702995
2024-06-05,157,13.220822433511938
2024-06-06,158,11.822770218556354
2024-06-07,159,12.856573946822447
2024-06-08,160,12.668843083648586
2024-06-09,161,13.504892558931257
2024-06-10,162,14.169414071714286
2024-06-11,163,14.558230877654092
2024-06-12,164,14.588540859958012
2024-06-13,165,13.957115193432285
2024-06-14,166,12.01721775701489
2024-06-15,167,13.839101311078394
2024-06-16,168,13.199217951099094
2024-06-17,169,14.292916461266655
2024-06-18,170,14.279084064594102
2024-06-19,171,12.702629680106927
2024-06-20,172,12.039498900642913
2024-06-21,173,10.977376334019002
2024-06-22,174,11.761447852928573
2024-06-23,175,13.395855621947979
2024-06-24,176,15.86243330220109
2024-06-25,177,15.930050803351259
2024-06-26,178,14.262524397312736
2024-06-27,179,12.785931244080917
2024-06-28,180,12.392349236660667
2024-06-29,181,12.750733825831762
2024-06-30,182,15.14439481134411
2024-07-01,183,16.97140733609228
2024-07-02,184,16.033563780510846
2024-07-03,185,14.441391044585112
2024-07-04,186,10.785759771459714
2024-07-05,187,10.452339260020086
2024-07-06,188,10.467208805468953
2024-07-07,189,11.894689821785086
2024-07-08,190,13.904330405472047
2024-07-09,191,14.625092031048938
2024-07-10,192,14.093558528573523
2024-07-11,193,13.36530535120855
2024-07-12,194,12.600846526948068
2024-07-13,195,13.087815167599883
2024-07-14,196,10.77085340734568
2024-07-15,197,12.561959003985567
2024-07-16,198,13.513507569830743
2024-07-17,199,13.108734919622645
2024-07-18,200,12.356641632199018
2024-07-19,201,12.823643000629598
2024-07-20,202,12.486508611608603
2024-07-21,203,15.86076125308778
2024-07-22,204,16.876989523690774
2024-07-23,205,16.471820877778264
2024-07-24,206,15.215237982797575
2024-07-25,207,13.906292598983539
2024-07-26,208,12.261298941288802
2024-07-27,209,12.672887765119913
2024-07-28,210,14.108889120380063
2024-07-29,211,15.678517322781898
2024-07-30,212,16.327810977245697
2024-07-31,213,15.10241630408303
2024-08-01,214,12.552398541679288
2024-08-02,215,11.676472247751585
2024-08-03,216,14.049145996391099
2024-08-04,217,15.66983176738921
2024-08-05,218,16.532208014068793
2024-08-06,219,15.590725902677727
2024-08-07,220,14.950833707153555
2024-08-08,221,12.663283420534544
2024-08-09,222,11.914713169544896
2024-08-10,223,12.395606211059174
2024-08-11,224,13.386332661648305
2024-08-12,225,15.68391594008904
2024-08-13,226,14.430904385315563
2024-08-14,227,13.376872294379236
2024-08-15,228,11.570189216871508
2024-08-16,229,10.567785600172131
2024-08-17,230,11.938362529098724
2024-08-18,231,11.899323667182959
2024-08-19,232,14.56362694146819
2024-08-20,233,14.923626673306382
2024-08-21,234,14.680362385614362
2024-08-22,235,14.16372248519378
2024-08-23,236,13.105768917017874
2024-08-24,237,14.545475504355169
2024-08-25,238,15.04904490742827
2024-08-26,239,16.500147224029078
2024-08-27,240,16.279068251154797
2024-08-28,241,15.832485466114768
2024-08-29,242,14.9186884196798
2024-08-30,243,14.32963323414091
2024-08-31,244,13.383199745110852
2024-09-01,245,14.972784161194543
2024-09-02,246,15.58655049463849
2024-09-03,247,16.563830790298073
2024-09-04,248,13.6232132847207
2024-09-05,249,11.78688260956075
2024-09-06,250,12.456435080243018
2024-09-07,251,15.051856379803372
2024-09-08,252,16.505593950008482
2024-09-09,253,16.268382912267185
2024-09-10,254,14.733481415888832
2024-09-11,255,15.37766585692861
2024-09-12,256,14.36080978150789
2024-09-13,257,14.405746397768018
2024-09-14,258,14.62027987330017
2024-09-15,259,15.468653399090643
2024-09-16,260,19.284447934263746
2024-09-17,261,18.428846134518988
2024-09-18,262,16.92672149362332
2024-09-19,263,15.375830491998375
2024-09-20,264,13.940268924984796
2024-09-21,265,15.241553688495603
2024-09-22,266,15.53808412006587
2024-09-23,267,17.055895162649033
2024-09-24,268,17.320019823828556
2024-09-25,269,17.633215463060253
2024-09-26,270,16.425679844524776
2024-09-27,271,14.041822939886954
2024-09-28,272,13.039943118412777
2024-09-29,273,15.918160729370275
2024-09-30,274,16.10729144978787
2024-10-01,275,15.147221800865584
2024-10-02,276,14.381292286132126
2024-10-03,277,15.205375469501135
2024-10-04,278,13.09079687812073
2024-10-05,279,12.930768759559045
2024-10-06,280,13.821020741241913
2024-10-07,281,14.150671387295679
2024-10-08,282,14.060694001523665
2024-10-09,283,12.87555984116597
2024-10-10,284,12.549836680168402
2024-10-11,285,12.479000832262873
2024-10-12,286,12.766058379307754
2024-10-13,287,12.776068663907424
2024-10-14,288,16.024978357357472
2024-10-15,289,15.183242041403325
2024-10-16,290,15.450357754374307
2024-10-17,291,13.658876143771646
2024-10-18,292,14.272102182086611
2024-10-19,293,15.61894476606363
2024-10-20,294,15.45552906763878
2024-10-21,295,14.638575943229732
2024-10-22,296,16.35594662053205
2024-10-23,297,17.859382565498702
2024-10-24,298,16.76420340401386
2024-10-25,299,15.831792455982217
2024-10-26,300,16.545671698538786
2024-10-27,301,17.74957000637229
2024-10-28,302,17.27342944934263
2024-10-29,303,16.762662769669195
2024-10-30,304,16.90807106578014
2024-10-31,305,15.635143041824017
2024-11-01,306,16.302964394942684
2024-11-02,307,15.376830702124165
2024-11-03,308,17.024378429574273
2024-11-04,309,18.022681739554116
2024-11-05,310,17.831390505293673
2024-11-06,311,18.216531315714775
2024-11-07,312,17.358727084629262
2024-11-08,313,15.150721273520425
2024-11-09,314,16.021433500748284
2024-11-10,315,18.116750963305655
2024-11-11,316,18.308641216125704
2024-11-12,317,17.944045878389854
2024-11-13,318,16.49319938874912
2024-11-14,319,15.59388591355885
2024-11-15,320,15.743742351759648
2024-11-16,321,14.998010221605218
2024-11-17,322,14.779177639631179
2024-11-18,323,15.942913333739995
2024-11-19,324,15.324253626565383
2024-11-20,325,16.032200013989392
2024-11-21,326,14.930150435646583
2024-11-22,327,12.919711760512934
2024-11-23,328,13.680451122135082
2024-11-24,329,15.125506799918789
2024-11-25,330,17.041912812268542
2024-11-26,331,17.32196472311348
2024-11-27,332,18.725220242302797
2024-11-28,333,16.637599502505086
2024-11-29,334,15.771556949939493
2024-11-30,335,15.828847395738162
2024-12-01,336,16.480950979147845
2024-12-02,337,17.665241500420652
2024-12-03,338,18.46272321076425
2024-12-04,339,18.98708550597251
2024-12-05,340,15.806259648034843
2024-12-06,341,14.832241719310048
2024-12-07,342,14.922431684739474
2024-12-08,343,17.161259448767453
2024-12-09,344,17.65735335958711
2024-12-10,345,16.07018902894543
2024-12-11,346,16.228570048120385
2024-12-12,347,15.597791496284533
2024-12-13,348,15.435831860249777
2024-12-14,349,14.771373820723037
2024-12-15,350,17.893256220879483
2024-12-16,351,18.214954538747975
2024-12-17,352,18.188508529985675
2024-12-18,353,16.666738690120756
2024-12-19,354,15.03428834125097
2024-12-20,355,13.716066283957879
2024-12-21,356,14.349378225331662
2024-12-22,357,14.991342564033976
2024-12-23,358,18.75803778680896
2024-12-24,359,16.89031711933214
2024-12-25,360,15.643592294823351
2024-12-26,361,14.947830759725441
2024-12-27,362,15.605097093813344
2024-12-28,363,15.605802222138786
2024-12-29,364,17.490563393718208
2024-12-30,365,17.38826009558821
2024-12-31,366,17.99674513432015
2025-01-01,367,19.284142139758153
2025-01-02,368,16.79685819169059
2025-01-03,369,16.602041322387773
2025-01-04,370,16.92350037137548
2025-01-05,371,15.468568811731263
2025-01-06,372,16.52079696011625
2025-01-07,373,18.5537548676747
2025-01-08,374,18.0862350519125
2025-01-09,375,15.822694017394333
2025-01-10,376,16.289044206115445
2025-01-11,377,16.083001781200835
2025-01-12,378,17.582830442186506
2025-01-13,379,18.90995768082046
2025-01-14,380,17.905861829680855
2025-01-15,381,18.36885493946613
2025-01-16,382,16.260157105965025
2025-01-17,383,14.625832074429145
2025-01-18,384,14.647207853197077
2025-01-19,385,15.992423627039985
2025-01-20,386,17.65767629297886
2025-01-21,387,17.48699079635696
2025-01-22,388,18.10058004546643
2025-01-23,389,17.393751410144002
2025-01-24,390,16.022656023381604
2025-01-25,391,17.375965325333095
2025-01-26,392,19.322274375438028
2025-01-27,393,19.662991426186856
2025-01-28,394,19.397046320350697
2025-01-29,395,16.872525470410846
2025-01-30,396,15.9855391599228
2025-01-31,397,15.559609563277979
2025-02-01,398,16.480371615930558
2025-02-02,399,17.459643675049414
2025-02-03,400,18.843993105884266
2025-02-04,401,20.66277074642178
2025-02-05,402,18.988103601979752
2025-02-06,403,17.326205255268277
2025-02-07,404,15.462383923515253
2025-02-08,405,16.212135076083506
2025-02-09,406,18.479529338248962
2025-02-10,407,17.560821499631107
2025-02-11,408,17.67776194603395
2025-02-12,409,17.66270248286522
2025-02-13,410,17.854769693934102
2025-02-14,411,17.54698636197752
2025-02-15,412,17.950250756007673
2025-02-16,413,18.457178761759142
2025-02-17,414,19.828238231123773
2025-02-18,415,20.880743672057072
2025-02-19,416,18.04870832572709
2025-02-20,417,18.033106009105
2025-02-21,418,17.23027492194504
2025-02-22,419,16.93793582758995
2025-02-23,420,15.629411058379235
2025-02-24,421,16.176963643253814
2025-02-25,422,19.240170298655364
2025-02-26,423,18.051778877101718
2025-02-27,424,16.27079769541026
2025-02-28,425,15.776108367766586
2025-03-01,426,15.826569209729843
2025-03-02,427,17.52345717526838
2025-03-03,428,20.35441862113267
2025-03-04,429,19.719841091177155
2025-03-05,430,19.25540347525628
2025-03-06,431,17.039685314223558
2025-03-07,432,18.301477718345367
2025-03-08,433,18.45124995187879
2025-03-09,434,18.07232190175562
2025-03-10,435,20.14751323523745
2025-03-11,436,21.420956189780092
2025-03-12,437,20.417294602203963
2025-03-13,438,17.35175472043902
2025-03-14,439,18.818325203695355
2025-03-15,440,18.957279895568675
2025-03-16,441,20.702514785806102
2025-03-17,442,20.45093918461852
2025-03-18,443,20.06857148356125
2025-03-19,444,19.53624128904461
2025-03-20,445,19.58086871246214
2025-03-21,446,18.67407051316105
2025-03-22,447,17.345558013561156
2025-03-23,448,18.795430461923157
2025-03-24,449,21.44076177372247
2025-03-25,450,21.22538637367557
2025-03-26,451,20.356103382104852
2025-03-27,452,17.78683365213161
2025-03-28,453,16.010968608056192
2025-03-29,454,16.282683448963418
2025-03-30,455,17.56505515153262
2025-03-31,456,19.16454436246809
2025-04-01,457,19.894995748371564
2025-04-02,458,21.01287160289773
2025-04-03,459,19.583964176880656
2025-04-04,460,19.695515225276832
2025-04-05,461,19.325001554325198
2025-04-06,462,21.36698317826221
2025-04-07,463,19.710339366084845
2025-04-08,464,19.534073759569868
2025-04-09,465,20.208398055418954
2025-04-10,466,18.87977292731284
2025-04-11,467,19.153897838034812
2025-04-12,468,19.446345690040083
2025-04-13,469,20.99183023856412
2025-04-14,470,21.99895516205717
2025-04-15,471,22.343054727444034
2025-04-16,472,22.592657675429436
2025-04-17,473,21.636611704277293
2025-04-18,474,21.05712013681017
2025-04-19,475,20.36779284025236
2025-04-20,476,20.112043692672177
2025-04-21,477,20.203466090926273
2025-04-22,478,21.30228249458491
2025-04-23,479,18.034239772874443
2025-04-24,480,16.428987860611393
2025-04-25,481,15.76410424541207
2025-04-26,482,16.708292373364436
2025-04-27,483,15.732780562203589
2025-04-28,484,19.324226446983317
