<<<<<<< HEAD
"date","y","yhat","error"
2024-10-27,16.2999225313963,16.0819089765237,0.218013554872627
2024-10-28,16.4074584561515,15.8342529848024,0.573205471349095
2024-10-29,15.9203942311847,15.9316577397807,-0.011263508595917
2024-10-30,14.6969596863706,15.5152071836978,-0.818247497327198
2024-10-31,13.9047744595077,14.4645944431105,-0.559819983602813
2024-11-01,14.1927983935325,13.7863125801825,0.406485813350024
2024-11-02,12.6953544504156,14.0335015727147,-1.33814712229914
2024-11-03,14.7427893824675,12.7521145718773,1.99067481059022
2024-11-04,17.4336859239821,14.5025246826223,2.93116124135974
2024-11-05,19.6125548071219,16.8156115022344,2.79694330488751
2024-11-06,19.4995533322691,18.7324040825545,0.767149249714588
2024-11-07,18.2693946263181,18.6557329653318,-0.386338339013697
2024-11-08,15.020891929886,17.5839176206279,-2.56302569074198
2024-11-09,14.6953190389592,14.7586438443189,-0.0633248053597004
2024-11-10,15.527739475066,14.4797406327353,1.04799884233064
2024-11-11,17.4597523405114,15.19737115289,2.26238118762139
2024-11-12,17.5352526256218,16.8716123190297,0.663640306592075
2024-11-13,15.6384822940332,16.9452496722719,-1.30676737823863
2024-11-14,16.736359395763,15.3006509718137,1.43570842394929
2024-11-15,16.7115407209354,16.2535003611697,0.458040359765693
2024-11-16,16.6821777336392,16.236562835013,0.445614898626204
2024-11-17,18.4383526935163,16.2154927305128,2.22285996300355
2024-11-18,17.3583527425123,17.7556333072557,-0.397280564743411
2024-11-19,18.2848345187159,16.8153178803146,1.46951663840137
2024-11-20,16.9104467762912,17.6356784891139,-0.725231712822694
2024-11-21,16.6114461229873,16.4348448054029,0.176601317584343
2024-11-22,15.7071338471751,16.1775961724793,-0.470462325304153
2024-11-23,16.4738437062355,15.3911928015776,1.08265090465783
2024-11-24,18.4693445804375,16.0618395033069,2.40750507713061
2024-11-25,18.7735618465629,17.8168290988573,0.95673274770559
2024-11-26,19.6104587755111,18.0974073804555,1.51305139505563
2024-11-27,17.1555808843735,18.8571506126709,-1.70156972829743
2024-11-28,15.414433330954,16.6807903105319,-1.26635697957791
2024-11-29,16.5581151984018,15.1550422841661,1.40307291423566
2024-11-30,16.8204088445252,16.1574616351565,0.662947209368781
2024-12-01,15.3558714848327,16.3910492407292,-1.03517775589641
2024-12-02,15.4274767920205,15.1083790800163,0.319097712004217
2024-12-03,16.2661638375174,15.1721555759609,1.09400826155649
2024-12-04,17.0850026141601,15.9080021622782,1.17700045188193
2024-12-05,16.037278640036,16.6303495855439,-0.593070945507844
2024-12-06,16.1169344099376,15.7116334251307,0.405300984806921
2024-12-07,17.1642587367874,15.7834898848062,1.38076885198121
2024-12-08,19.3516515640999,16.7071038566699,2.64454770742993
2024-12-09,19.4937880289015,18.6523641063719,0.841423922529618
2024-12-10,19.1070652508982,18.7928269699208,0.31423828097736
2024-12-11,16.3615717693808,18.457760157229,-2.09618838784818
2024-12-12,15.8172594407326,16.0172940580153,-0.200034617282689
2024-12-13,14.8268844004741,15.5391540376343,-0.712269637160201
2024-12-14,14.4417112700443,14.6685182376393,-0.226806967595028
2024-12-15,15.7800346508062,14.3305903899962,1.44944426081008
2024-12-16,18.1801634747294,15.5072296899049,2.67293378482444
2024-12-17,16.3614427081787,17.6284885704382,-1.26704586225954
2024-12-18,15.9518751885499,16.0203857910918,-0.0685106025418865
2024-12-19,15.6172663526874,15.6612922129301,-0.0440258602426908
2024-12-20,14.4245313810854,15.3680433860367,-0.943512004951323
2024-12-21,15.5370943327449,14.320286674436,1.21680765830886
2024-12-22,17.132369793225,15.2978183001597,1.83455149306522
2024-12-23,18.0602019852819,16.7044132290094,1.35578875627247
2024-12-24,15.8593180349663,17.530501829054,-1.67118379408762
2024-12-25,18.673231584034,15.5848758219619,3.08835576207213
2024-12-26,17.1132114687012,18.07151406948,-0.958302600778815
2024-12-27,16.9902965581369,16.6915389458034,0.298757612333471
2024-12-28,17.1937052463657,16.585995506223,0.607709740142738
2024-12-29,18.8714102012811,16.7689097422864,2.10250045899465
2024-12-30,20.0902738561685,18.26269935231,1.82757450385845
2024-12-31,19.4839697735741,19.3657613465244,0.118208427049698
2025-01-01,18.8849648404709,18.8314158089977,0.0535490314731604
2025-01-02,16.5597285117295,18.3020722138825,-1.74234370215307
2025-01-03,16.885262365417,16.2294719695866,0.655790395830348
2025-01-04,16.4396281911768,16.5203907064418,-0.0807625152650076
2025-01-05,19.8223602343782,16.1267445155957,3.69561571878252
2025-01-06,18.2886830356193,19.1434374598358,-0.854754424216537
2025-01-07,18.1077416684797,17.7735946316024,0.334147036877237
2025-01-08,18.4866286627103,17.6167346132018,0.869894049508446
2025-01-09,17.8053513741876,17.9608633530866,-0.155511978899014
2025-01-10,16.2975131766004,17.3557872885569,-1.0582741119565
2025-01-11,15.5708488151229,16.0135994699212,-0.442750654798253
2025-01-12,17.0343559908657,15.3693812043614,1.6649747865043
2025-01-13,18.1622217598574,16.6702463886284,1.49197537122897
2025-01-14,16.7482478449364,17.6795964014992,-0.931348556562781
2025-01-15,16.8611288817818,16.4193300291378,0.441798852643934
2025-01-16,16.4778742853978,16.5217303558143,-0.0438560704165134
2025-01-17,16.2478605043839,16.1821169034143,0.0657436009696859
2025-01-18,15.5293382777871,15.9787546829833,-0.449416405196196
2025-01-19,17.3880317151893,15.3407128245941,2.04731889059521
2025-01-20,19.8339885307939,16.9952429093481,2.83874562144575
2025-01-21,20.130413886489,19.1913534929568,0.939060393532227
2025-01-22,17.9383972712828,19.4696476600694,-1.53125038878658
2025-01-23,16.6012229531891,17.4974034455117,-0.896180492322593
2025-01-24,16.5484143610201,16.3037953283301,0.24461903268994
2025-01-25,16.181669695885,16.2581262502694,-0.0764565543844924
2025-01-26,15.227267523635,15.9322962465573,-0.705028722922332
2025-01-27,17.9841724893526,15.0828875047407,2.90128498461189
2025-01-28,17.6913194447478,17.5400767332336,0.151242711514215
2025-01-29,16.964014083757,17.2810945204288,-0.317080436671787
2025-01-30,17.9564199599938,16.6330643007061,1.32335565928772
2025-01-31,16.3580438662841,17.5227471414888,-1.16470327520471
2025-02-01,17.5997060458141,16.0948552942993,1.50485075151482
2025-02-02,17.0949546072854,17.2049790791915,-0.110024471906023
2025-02-03,18.0083758706232,16.7556491285369,1.25272674208635
2025-02-04,18.5119732350618,17.5755970801433,0.936376154918477
2025-02-05,16.9513478938051,18.0315783331976,-1.08023043939259
2025-02-06,15.8585380626117,16.6333809685405,-0.774842905928866
2025-02-07,15.7887240096627,15.6579031178399,0.130820891822845
2025-02-08,17.1036125675549,15.5962873079212,1.5073252596337
2025-02-09,16.4316301818106,16.7714764044306,-0.339846222619975
2025-02-10,17.6310031579273,16.1718718662213,1.45913129170602
2025-02-11,19.1456434294913,17.2462368596303,1.89940656986107
2025-02-12,18.042075784631,18.6108079472652,-0.568732162634191
2025-02-13,17.4785513782304,17.6204805120025,-0.141929133772173
2025-02-14,17.4118027878077,17.1169247454923,0.294878042315339
2025-02-15,17.8047528199468,17.0591327117602,0.745620108186579
2025-02-16,19.2401755687619,17.4142807771076,1.82589479165423
2025-02-17,19.7326032376794,18.7110137365085,1.02158950117098
